case;activity;start time;end time;resource;product;prod-price;quantity;address
775;prepare delivery;2015-06-18 17:45:55;2015-06-18 20:20:14;Lucas;MOTOROLA Moto E 4G;99.99;4;NL-7828AM-11a
769;send reminder;2015-06-18 18:05:29;2015-06-18 18:16:52;Abigail;APPLE iPhone 6 16 GB;639.0;3;NL-7751AR-19
864;place order;2015-06-18 18:20:49;2015-06-18 18:28:44;Sophia;MOTOROLA Moto E 4G;99.99;5;NL-7751GM-23
728;make delivery;2015-06-18 18:24:33;2015-06-18 18:42:14;Abigail;APPLE iPhone 6 16 GB;639.0;2;NL-7821AC-3
827;send invoice;2015-06-18 18:29:48;2015-06-18 20:35:24;Madelyn;SAMSUNG Galaxy S4;329.0;3;NL-7828AM-11a
724;confirm payment;2015-06-18 19:14:48;2015-06-18 19:21:05;Lily;APPLE iPhone 6 16 GB;639.0;4;NL-7942GT-2
785;pay;2015-06-18 20:37:29;2015-06-18 20:40:12;Emily;SAMSUNG Galaxy S4;329.0;2;NL-9468HG-14
865;place order;2015-06-18 20:38:42;2015-06-18 20:43:50;Sophia;APPLE iPhone 6 16 GB;639.0;4;NL-7828AM-11a
792;pay;2015-06-18 23:15:41;2015-06-18 23:21:01;Lily;SAMSUNG Core Prime G361;135.0;3;NL-7833HT-15
866;place order;2015-06-19 00:53:24;2015-06-19 00:57:12;Emma;MOTOROLA Moto E 4G;99.99;3;NL-7833HT-15
788;send reminder;2015-06-19 08:44:55;2015-06-19 08:55:48;Abigail;MOTOROLA Moto E 4G;99.99;3;NL-7822AW-5
728;confirm payment;2015-06-19 09:20:14;2015-06-19 09:30:33;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-7821AC-3
846;send invoice;2015-06-19 09:26:40;2015-06-19 09:38:53;Alexander;SAMSUNG Galaxy S6 32 GB;543.99;7;NL-7948DN-12a
731;cancel order;2015-06-19 09:38:42;2015-06-19 09:53:36;Jack;SAMSUNG Galaxy S4;329.0;4;NL-7821AC-3
749;pay;2015-06-19 09:39:06;2015-06-19 09:44:48;Jack;SAMSUNG Core Prime G361;135.0;2;NL-7905AX-38
867;place order;2015-06-19 09:58:52;2015-06-19 10:23:41;Luke;SAMSUNG Galaxy S6 32 GB;543.99;2;NL-7908XB-46
780;prepare delivery;2015-06-19 10:02:37;2015-06-19 12:27:38;Lucas;APPLE iPhone 5s 16 GB;449.0;2;NL-7828AM-11a
702;confirm payment;2015-06-19 10:09:05;2015-06-19 10:15:11;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-7948BX-10
755;send reminder;2015-06-19 10:21:12;2015-06-19 10:51:02;Luke;APPLE iPhone 6 16 GB;639.0;1;NL-9521GC-32
801;pay;2015-06-19 10:25:05;2015-06-19 10:56:53;Caleb;MOTOROLA Moto G;199.0;5;NL-7908MH-44
761;make delivery;2015-06-19 10:42:00;2015-06-19 10:52:46;Michael;SAMSUNG Core Prime G361;135.0;1;NL-7948DN-12a
716;confirm payment;2015-06-19 10:53:54;2015-06-19 11:05:49;Alexander;APPLE iPhone 6 16 GB;639.0;1;NL-7751GM-23
741;prepare delivery;2015-06-19 10:55:32;2015-06-19 10:59:18;Aiden;SAMSUNG Core Prime G361;135.0;3;NL-7742XG-17
821;send reminder;2015-06-19 10:57:04;2015-06-19 11:28:20;Luke;SAMSUNG Core Prime G361;135.0;1;NL-7948BX-10
794;pay;2015-06-19 11:18:50;2015-06-19 11:23:12;Lily;SAMSUNG Core Prime G361;135.0;2;NL-7905AX-38
766;prepare delivery;2015-06-19 11:43:02;2015-06-19 11:48:40;Jacob;APPLE iPhone 6 16 GB;639.0;6;NL-9514BV-16
858;send invoice;2015-06-19 12:00:10;2015-06-19 12:04:38;Jack;SAMSUNG Galaxy J5;219.99;1;NL-7823JJ-7
854;send invoice;2015-06-19 12:03:33;2015-06-19 12:08:35;Lily;APPLE iPhone 6 16 GB;639.0;5;NL-9403KD-31
868;place order;2015-06-19 12:15:51;2015-06-19 12:25:07;Sophia;SAMSUNG Galaxy S4;329.0;2;NL-7905AX-38
847;send invoice;2015-06-19 12:31:45;2015-06-19 12:35:49;Emily;SAMSUNG Galaxy S4;329.0;7;NL-9491BG-41
843;send invoice;2015-06-19 12:45:34;2015-06-19 16:26:06;Madelyn;APPLE iPhone 6 16 GB;639.0;8;NL-7931TV-36
869;place order;2015-06-19 13:49:49;2015-06-19 13:59:06;Jacob;SAMSUNG Galaxy S4;329.0;1;NL-7742XG-17
734;confirm payment;2015-06-19 13:52:48;2015-06-19 13:58:35;Jack;APPLE iPhone 6 16 GB;639.0;3;NL-7822AW-5
848;send invoice;2015-06-19 14:24:29;2015-06-19 14:31:47;Jack;APPLE iPhone 6 16 GB;639.0;1;NL-9403JH-29
708;make delivery;2015-06-19 14:47:07;2015-06-19 15:03:16;Harper;APPLE iPhone 6s 64 GB;858.0;1;NL-7742XG-17
861;send invoice;2015-06-19 14:48:13;2015-06-19 14:52:37;Lily;SAMSUNG Galaxy J5;219.99;2;NL-9408BM-37
851;send invoice;2015-06-19 14:50:08;2015-06-19 14:56:05;Jack;MOTOROLA Moto E 4G;99.99;1;NL-7944BB-6
726;confirm payment;2015-06-19 15:01:18;2015-06-19 15:09:21;Lily;APPLE iPhone 5s 16 GB;449.0;2;NL-9411RD-49
726;make delivery;2015-06-19 15:04:28;2015-06-19 15:18:04;Avery;APPLE iPhone 5s 16 GB;449.0;2;NL-9411RD-49
752;confirm payment;2015-06-19 15:49:29;2015-06-19 15:58:03;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-7742XG-17
757;confirm payment;2015-06-19 15:49:46;2015-06-19 15:55:38;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-7821AC-3
762;make delivery;2015-06-19 15:54:57;2015-06-19 16:08:38;Abigail;APPLE iPhone 6s 64 GB;858.0;4;NL-7821AC-3
760;prepare delivery;2015-06-19 15:56:27;2015-06-19 18:24:45;Lucas;SAMSUNG Galaxy J5;219.99;4;NL-9468HG-14
870;place order;2015-06-19 15:57:45;2015-06-19 16:09:38;Sophia;APPLE iPhone 6 16 GB;639.0;3;NL-7823JJ-7
775;make delivery;2015-06-19 16:32:24;2015-06-19 16:50:04;Abigail;MOTOROLA Moto E 4G;99.99;4;NL-7828AM-11a
697;prepare delivery;2015-06-19 16:35:17;2015-06-19 16:41:42;Olivia;APPLE iPhone 6 16 GB;639.0;3;NL-7908XB-46
773;make delivery;2015-06-19 16:41:01;2015-06-19 16:52:34;Michael;APPLE iPhone 5s 16 GB;449.0;2;NL-7887AC-13
793;pay;2015-06-19 16:41:24;2015-06-19 16:45:29;Lily;SAMSUNG Galaxy S4;329.0;2;NL-7944BB-6
716;make delivery;2015-06-19 16:46:00;2015-06-19 16:58:12;Avery;APPLE iPhone 6 16 GB;639.0;1;NL-7751GM-23
751;cancel order;2015-06-19 16:58:50;2015-06-19 17:05:05;Emily;APPLE iPhone 6 16 GB;639.0;2;NL-9403JH-29
736;confirm payment;2015-06-19 17:04:07;2015-06-19 17:10:38;Lily;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-9521ET-30
769;pay;2015-06-19 17:26:38;2015-06-19 17:31:40;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-7751AR-19
799;send reminder;2015-06-19 17:31:15;2015-06-19 17:44:04;Abigail;APPLE iPhone 6 16 GB;639.0;5;NL-9514BV-16
736;make delivery;2015-06-19 17:45:23;2015-06-19 19:15:54;Ella;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-9521ET-30
871;place order;2015-06-19 18:13:37;2015-06-19 18:17:28;Aiden;SAMSUNG Galaxy J5;219.99;4;NL-7828AM-11a
803;pay;2015-06-19 18:33:54;2015-06-19 18:40:08;Lily;MOTOROLA Moto G;199.0;3;NL-7751AR-19
818;send reminder;2015-06-19 19:03:02;2015-06-19 19:17:08;Abigail;HUAWEI P8 Lite;234.0;1;NL-7944BB-6
806;pay;2015-06-19 19:37:35;2015-06-19 19:46:44;Alexander;APPLE iPhone 6s Plus 64 GB;969.0;4;NL-9411CS-43
872;place order;2015-06-19 20:17:06;2015-06-19 20:22:31;Aiden;HUAWEI P8 Lite;234.0;1;NL-7812LW-50
873;place order;2015-06-19 23:10:26;2015-06-19 23:18:35;Sophia;APPLE iPhone 5s 16 GB;449.0;1;NL-7948DN-12a
874;place order;2015-06-20 20:57:43;2015-06-20 21:07:17;Sophia;APPLE iPhone 6s 64 GB;858.0;2;NL-7942GT-2
795;pay;2015-06-21 14:07:29;2015-06-21 14:13:55;Jack;APPLE iPhone 5s 16 GB;449.0;2;NL-7948BX-10
875;place order;2015-06-21 21:09:50;2015-06-21 21:12:04;Emma;SAMSUNG Core Prime G361;135.0;4;NL-9407EM-35
876;place order;2015-06-22 08:57:51;2015-06-22 09:01:52;Aiden;SAMSUNG Galaxy S4;329.0;3;NL-7812LW-50
761;confirm payment;2015-06-22 10:00:07;2015-06-22 10:08:58;Lily;SAMSUNG Core Prime G361;135.0;1;NL-7948DN-12a
804;pay;2015-06-22 10:07:12;2015-06-22 10:12:47;Lily;HUAWEI P8 Lite;234.0;7;NL-9521CT-28b
835;send invoice;2015-06-22 10:21:30;2015-06-22 10:27:06;Jack;SAMSUNG Galaxy S4;329.0;2;NL-7833HT-15
780;make delivery;2015-06-22 10:48:33;2015-06-22 12:19:50;Ella;APPLE iPhone 5s 16 GB;449.0;2;NL-7828AM-11a
741;make delivery;2015-06-22 11:00:45;2015-06-22 11:51:37;Layla;SAMSUNG Core Prime G361;135.0;3;NL-7742XG-17
765;pay;2015-06-22 11:07:27;2015-06-22 11:11:06;Emily;SAMSUNG Galaxy S4;329.0;3;NL-9468HG-14
708;confirm payment;2015-06-22 11:08:44;2015-06-22 11:12:14;Emily;APPLE iPhone 6s 64 GB;858.0;1;NL-7742XG-17
877;place order;2015-06-22 11:14:54;2015-06-22 11:21:34;Sophia;SAMSUNG Galaxy J5;219.99;2;NL-9511PT-22a
788;pay;2015-06-22 11:22:03;2015-06-22 11:31:22;Alexander;MOTOROLA Moto E 4G;99.99;3;NL-7822AW-5
746;prepare delivery;2015-06-22 11:28:08;2015-06-22 11:31:57;Aiden;SAMSUNG Galaxy S4;329.0;7;NL-7821AC-3
722;prepare delivery;2015-06-22 11:47:28;2015-06-22 12:13:12;Luke;APPLE iPhone 6 16 GB;639.0;2;NL-9403KD-31
811;send reminder;2015-06-22 11:52:09;2015-06-22 12:00:58;Abigail;APPLE iPhone 6 16 GB;639.0;3;NL-7887AC-13
759;prepare delivery;2015-06-22 12:19:22;2015-06-22 12:25:14;Jacob;APPLE iPhone 6 16 GB;639.0;3;NL-9411CS-43
756;prepare delivery;2015-06-22 12:21:02;2015-06-22 12:23:54;Emma;APPLE iPhone 6 16 GB;639.0;3;NL-9521GC-32
766;make delivery;2015-06-22 12:23:20;2015-06-22 13:52:23;Ella;APPLE iPhone 6 16 GB;639.0;6;NL-9514BV-16
878;place order;2015-06-22 12:47:55;2015-06-22 12:50:32;Aiden;SAMSUNG Galaxy S4;329.0;2;NL-7942GT-2
773;confirm payment;2015-06-22 13:12:07;2015-06-22 13:19:39;Jack;APPLE iPhone 5s 16 GB;449.0;2;NL-7887AC-13
867;send invoice;2015-06-22 13:18:25;2015-06-22 13:23:40;Lily;SAMSUNG Galaxy S6 32 GB;543.99;2;NL-7908XB-46
812;send reminder;2015-06-22 14:05:16;2015-06-22 14:17:10;Abigail;APPLE iPhone 6 16 GB;639.0;4;NL-9411ME-47
762;confirm payment;2015-06-22 14:34:42;2015-06-22 14:39:45;Lily;APPLE iPhone 6s 64 GB;858.0;4;NL-7821AC-3
758;prepare delivery;2015-06-22 14:35:54;2015-06-22 17:01:17;Lucas;APPLE iPhone 5s 16 GB;449.0;4;NL-9511PT-22a
879;place order;2015-06-22 14:53:57;2015-06-22 16:52:42;Lucas;APPLE iPhone 5s 16 GB;449.0;3;NL-7943MC-4
796;send reminder;2015-06-22 16:02:10;2015-06-22 16:20:28;Abigail;APPLE iPhone 6s 64 GB;858.0;3;NL-9521ET-30
760;make delivery;2015-06-22 16:17:18;2015-06-22 16:51:22;Kaylee;SAMSUNG Galaxy J5;219.99;4;NL-9468HG-14
866;send invoice;2015-06-22 16:25:06;2015-06-22 16:29:57;Jack;MOTOROLA Moto E 4G;99.99;3;NL-7833HT-15
844;send invoice;2015-06-22 16:30:24;2015-06-22 16:40:14;Jack;SAMSUNG Galaxy S4;329.0;1;NL-9521KJ-34
771;prepare delivery;2015-06-22 16:54:25;2015-06-22 19:34:25;Lucas;MOTOROLA Moto G;199.0;2;NL-9521CT-28b
780;confirm payment;2015-06-22 16:57:06;2015-06-22 17:04:33;Lily;APPLE iPhone 5s 16 GB;449.0;2;NL-7828AM-11a
852;send invoice;2015-06-22 17:00:12;2015-06-22 17:07:29;Lily;SAMSUNG Galaxy S4;329.0;2;NL-9491BG-41
880;place order;2015-06-22 17:06:02;2015-06-22 17:12:05;Aiden;SAMSUNG Core Prime G361;135.0;1;NL-7942GT-2
764;pay;2015-06-22 17:39:02;2015-06-22 17:45:34;Lily;APPLE iPhone 5s 16 GB;449.0;2;NL-7887AC-13
782;prepare delivery;2015-06-22 17:58:51;2015-06-22 18:02:46;Aiden;APPLE iPhone 6 16 GB;639.0;2;NL-7821AC-3
760;confirm payment;2015-06-22 18:17:50;2015-06-22 18:23:23;Lily;SAMSUNG Galaxy J5;219.99;4;NL-9468HG-14
881;place order;2015-06-22 18:30:11;2015-06-22 18:33:35;Aiden;MOTOROLA Moto G;199.0;2;NL-7821AC-3
856;send invoice;2015-06-22 18:47:43;2015-06-22 19:01:47;Alexander;SAMSUNG Galaxy J5;219.99;1;NL-9403KD-31
777;prepare delivery;2015-06-22 19:36:52;2015-06-22 19:39:49;Emma;APPLE iPhone 6 16 GB;639.0;4;NL-9408BM-37
784;send reminder;2015-06-22 19:42:22;2015-06-22 20:01:02;Abigail;APPLE iPhone 6 16 GB;639.0;4;NL-9411CS-43
790;pay;2015-06-22 20:58:31;2015-06-22 21:02:49;Lily;APPLE iPhone 5s 16 GB;449.0;3;NL-7943MC-4
882;place order;2015-06-22 21:06:47;2015-06-22 21:24:35;Caleb;APPLE iPhone 6 16 GB;639.0;4;NL-9766VB-39
883;place order;2015-06-23 02:41:54;2015-06-23 02:44:25;Aiden;MOTOROLA Moto G;199.0;1;NL-7751AR-19
697;make delivery;2015-06-23 08:48:59;2015-06-23 08:58:35;Michael;APPLE iPhone 6 16 GB;639.0;3;NL-7908XB-46
807;send reminder;2015-06-23 08:58:13;2015-06-23 09:05:23;Abigail;APPLE iPhone 6 16 GB;639.0;3;NL-9521CT-28b
775;confirm payment;2015-06-23 09:08:51;2015-06-23 09:13:56;Lily;MOTOROLA Moto E 4G;99.99;4;NL-7828AM-11a
834;send reminder;2015-06-23 09:10:46;2015-06-23 09:29:26;Abigail;SAMSUNG Galaxy S4;329.0;4;NL-9766VB-39
868;send invoice;2015-06-23 09:32:51;2015-06-23 09:38:15;Lily;SAMSUNG Galaxy S4;329.0;2;NL-7905AX-38
789;prepare delivery;2015-06-23 09:40:54;2015-06-23 10:08:02;Luke;APPLE iPhone 6 16 GB;639.0;5;NL-7821AC-3
823;send reminder;2015-06-23 09:43:22;2015-06-23 10:03:26;Luke;SAMSUNG Galaxy S4;329.0;7;NL-7943MC-4
815;send reminder;2015-06-23 09:54:55;2015-06-23 10:24:09;Luke;SAMSUNG Galaxy S4;329.0;3;NL-7875EH-26
884;place order;2015-06-23 09:58:13;2015-06-23 10:03:51;Jacob;APPLE iPhone 6 16 GB;639.0;3;NL-7742XG-17
741;confirm payment;2015-06-23 10:22:18;2015-06-23 10:29:30;Lily;SAMSUNG Core Prime G361;135.0;3;NL-7742XG-17
755;pay;2015-06-23 10:43:04;2015-06-23 10:51:17;Jack;APPLE iPhone 6 16 GB;639.0;1;NL-9521GC-32
759;make delivery;2015-06-23 10:52:26;2015-06-23 11:15:27;Aubrey;APPLE iPhone 6 16 GB;639.0;3;NL-9411CS-43
785;prepare delivery;2015-06-23 10:56:26;2015-06-23 10:59:31;Emma;SAMSUNG Galaxy S4;329.0;2;NL-9468HG-14
766;confirm payment;2015-06-23 11:41:17;2015-06-23 11:44:36;Emily;APPLE iPhone 6 16 GB;639.0;6;NL-9514BV-16
722;make delivery;2015-06-23 11:56:56;2015-06-23 12:21:13;Aubrey;APPLE iPhone 6 16 GB;639.0;2;NL-9403KD-31
870;send invoice;2015-06-23 11:59:41;2015-06-23 12:06:57;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-7823JJ-7
722;confirm payment;2015-06-23 12:03:39;2015-06-23 12:11:43;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-9403KD-31
697;confirm payment;2015-06-23 12:07:19;2015-06-23 12:13:26;Jack;APPLE iPhone 6 16 GB;639.0;3;NL-7908XB-46
885;place order;2015-06-23 12:14:33;2015-06-23 12:23:45;Sophia;APPLE iPhone 6 16 GB;639.0;3;NL-9514CC-18
756;make delivery;2015-06-23 12:15:01;2015-06-23 12:30:21;Avery;APPLE iPhone 6 16 GB;639.0;3;NL-9521GC-32
768;prepare delivery;2015-06-23 12:17:26;2015-06-23 12:25:26;Sophia;APPLE iPhone 6s Plus 64 GB;969.0;2;NL-9521GC-32
800;pay;2015-06-23 12:25:05;2015-06-23 12:31:52;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-9411ME-47
875;send invoice;2015-06-23 12:29:22;2015-06-23 12:45:13;Alexander;SAMSUNG Core Prime G361;135.0;4;NL-9407EM-35
783;pay;2015-06-23 12:49:17;2015-06-23 12:56:33;Jack;APPLE iPhone 6s Plus 64 GB;969.0;3;NL-9511PT-22a
869;send invoice;2015-06-23 13:39:11;2015-06-23 13:41:14;Emily;SAMSUNG Galaxy S4;329.0;1;NL-7742XG-17
756;confirm payment;2015-06-23 13:44:10;2015-06-23 13:51:34;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-9521GC-32
886;place order;2015-06-23 13:47:13;2015-06-23 13:52:14;Sophia;SAMSUNG Galaxy S4;329.0;2;NL-9403KD-31
859;send invoice;2015-06-23 13:52:28;2015-06-23 13:58:07;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-7833HT-15
746;make delivery;2015-06-23 13:54:04;2015-06-23 14:45:46;Layla;SAMSUNG Galaxy S4;329.0;7;NL-7821AC-3
758;make delivery;2015-06-23 14:17:05;2015-06-23 15:33:52;Ella;APPLE iPhone 5s 16 GB;449.0;4;NL-9511PT-22a
759;confirm payment;2015-06-23 14:47:14;2015-06-23 14:53:40;Jack;APPLE iPhone 6 16 GB;639.0;3;NL-9411CS-43
813;send reminder;2015-06-23 15:29:01;2015-06-23 15:55:09;Luke;APPLE iPhone 6 16 GB;639.0;1;NL-9766VB-39
769;prepare delivery;2015-06-23 15:31:51;2015-06-23 15:35:33;Aiden;APPLE iPhone 6 16 GB;639.0;3;NL-7751AR-19
824;send reminder;2015-06-23 15:47:37;2015-06-23 16:01:34;Abigail;SAMSUNG Galaxy S4;329.0;5;NL-7826GD-9
887;place order;2015-06-23 15:52:34;2015-06-23 15:56:48;Emma;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-9331MA-24
774;prepare delivery;2015-06-23 16:20:31;2015-06-23 16:27:20;Olivia;SAMSUNG Galaxy S4;329.0;1;NL-7833HT-15
749;prepare delivery;2015-06-23 16:44:14;2015-06-23 16:48:12;Aiden;SAMSUNG Core Prime G361;135.0;2;NL-7905AX-38
777;make delivery;2015-06-23 16:53:22;2015-06-23 18:24:01;Ella;APPLE iPhone 6 16 GB;639.0;4;NL-9408BM-37
805;pay;2015-06-23 16:57:06;2015-06-23 17:06:28;Alexander;APPLE iPhone 6s 64 GB;858.0;2;NL-7833HT-15
826;pay;2015-06-23 16:57:31;2015-06-23 17:28:17;Caleb;APPLE iPhone 5s 16 GB;449.0;1;NL-9521KJ-34
811;pay;2015-06-23 17:33:36;2015-06-23 17:59:14;Caleb;APPLE iPhone 6 16 GB;639.0;3;NL-7887AC-13
771;make delivery;2015-06-23 17:34:02;2015-06-23 17:43:45;Michael;MOTOROLA Moto G;199.0;2;NL-9521CT-28b
798;pay;2015-06-23 17:44:14;2015-06-23 17:49:21;Jack;APPLE iPhone 6 16 GB;639.0;1;NL-9521KJ-34
777;confirm payment;2015-06-23 17:49:30;2015-06-23 17:58:42;Jack;APPLE iPhone 6 16 GB;639.0;4;NL-9408BM-37
789;make delivery;2015-06-23 18:01:19;2015-06-23 18:12:11;Michael;APPLE iPhone 6 16 GB;639.0;5;NL-7821AC-3
888;place order;2015-06-23 18:03:15;2015-06-23 18:45:17;Luke;APPLE iPhone 6 16 GB;639.0;3;NL-7821AC-3
802;pay;2015-06-23 18:37:19;2015-06-23 21:59:06;Madelyn;APPLE iPhone 6s Plus 64 GB;969.0;3;NL-7812LW-50
889;place order;2015-06-23 19:45:59;2015-06-23 19:49:54;Aiden;SAMSUNG Galaxy S4;329.0;2;NL-7948BX-10
782;make delivery;2015-06-23 19:52:38;2015-06-23 20:50:49;Layla;APPLE iPhone 6 16 GB;639.0;2;NL-7821AC-3
821;pay;2015-06-23 19:54:02;2015-06-23 19:56:26;Emily;SAMSUNG Core Prime G361;135.0;1;NL-7948BX-10
890;place order;2015-06-23 23:08:13;2015-06-23 23:14:52;Aiden;APPLE iPhone 6 16 GB;639.0;1;NL-9411GK-45
776;prepare delivery;2015-06-24 08:27:49;2015-06-24 08:54:38;Luke;APPLE iPhone 5s 16 GB;449.0;4;NL-7812LW-50
841;send reminder;2015-06-24 08:39:49;2015-06-24 09:03:38;Luke;MOTOROLA Moto E 4G;99.99;4;NL-7823JJ-7
891;place order;2015-06-24 08:58:06;2015-06-24 13:11:17;Lucas;APPLE iPhone 6s Plus 64 GB;969.0;4;NL-7826GD-9
834;pay;2015-06-24 09:17:13;2015-06-24 09:20:08;Emily;SAMSUNG Galaxy S4;329.0;4;NL-9766VB-39
814;pay;2015-06-24 09:29:52;2015-06-24 09:37:49;Chloe;SAMSUNG Galaxy S4;329.0;2;NL-7742XG-17
797;send reminder;2015-06-24 09:41:05;2015-06-24 09:55:59;Abigail;APPLE iPhone 6s 64 GB;858.0;2;NL-9514BV-16
778;prepare delivery;2015-06-24 09:52:04;2015-06-24 10:07:53;Zoe;SAMSUNG Core Prime G361;135.0;3;NL-9521GC-32
758;confirm payment;2015-06-24 10:18:32;2015-06-24 10:27:30;Lily;APPLE iPhone 5s 16 GB;449.0;4;NL-9511PT-22a
785;make delivery;2015-06-24 10:38:25;2015-06-24 12:14:14;Ella;SAMSUNG Galaxy S4;329.0;2;NL-9468HG-14
768;make delivery;2015-06-24 11:03:15;2015-06-24 11:21:12;Abigail;APPLE iPhone 6s Plus 64 GB;969.0;2;NL-9521GC-32
746;confirm payment;2015-06-24 11:12:18;2015-06-24 11:20:37;Lily;SAMSUNG Galaxy S4;329.0;7;NL-7821AC-3
892;place order;2015-06-24 11:15:16;2015-06-24 12:04:06;Luke;APPLE iPhone 6s 64 GB;858.0;2;NL-9514BV-16
793;prepare delivery;2015-06-24 11:30:31;2015-06-24 11:38:13;Sophia;SAMSUNG Galaxy S4;329.0;2;NL-7944BB-6
781;send reminder;2015-06-24 11:42:52;2015-06-24 12:20:14;Luke;APPLE iPhone 5s 16 GB;449.0;2;NL-7833HT-15
833;send reminder;2015-06-24 11:46:59;2015-06-24 12:22:06;Luke;APPLE iPhone 5s 16 GB;449.0;3;NL-7823JJ-7
853;send invoice;2015-06-24 12:03:23;2015-06-24 12:08:50;Lily;MOTOROLA Moto G;199.0;3;NL-7823JJ-7
763;prepare delivery;2015-06-24 12:24:12;2015-06-24 12:27:49;Aiden;APPLE iPhone 6s Plus 64 GB;969.0;1;NL-7944BB-6
862;send invoice;2015-06-24 12:26:43;2015-06-24 12:42:38;Alexander;APPLE iPhone 5s 16 GB;449.0;2;NL-7887AC-13
794;prepare delivery;2015-06-24 12:31:21;2015-06-24 12:39:15;Sophia;SAMSUNG Core Prime G361;135.0;2;NL-7905AX-38
865;send invoice;2015-06-24 12:37:58;2015-06-24 12:57:41;Caleb;APPLE iPhone 6 16 GB;639.0;4;NL-7828AM-11a
893;place order;2015-06-24 12:48:39;2015-06-24 12:55:58;Sophia;APPLE iPhone 6s Plus 64 GB;969.0;3;NL-7944RD-8
786;pay;2015-06-24 13:42:32;2015-06-24 13:46:42;Lily;MOTOROLA Moto G;199.0;3;NL-9521ET-30
784;pay;2015-06-24 14:09:10;2015-06-24 14:22:29;Alexander;APPLE iPhone 6 16 GB;639.0;4;NL-9411CS-43
779;prepare delivery;2015-06-24 14:17:19;2015-06-24 16:54:01;Lucas;MOTOROLA Moto G;199.0;1;NL-7908MH-44
864;send invoice;2015-06-24 14:40:23;2015-06-24 14:48:20;Jack;MOTOROLA Moto E 4G;99.99;5;NL-7751GM-23
803;prepare delivery;2015-06-24 14:43:14;2015-06-24 17:08:24;Lucas;MOTOROLA Moto G;199.0;3;NL-7751AR-19
817;send reminder;2015-06-24 14:48:38;2015-06-24 15:28:59;Luke;SAMSUNG Galaxy S4;329.0;3;NL-7907EJ-42
894;place order;2015-06-24 14:55:25;2015-06-24 15:02:32;Sophia;APPLE iPhone 6 16 GB;639.0;2;NL-7826GD-9
874;send invoice;2015-06-24 15:31:14;2015-06-24 15:48:32;Caleb;APPLE iPhone 6s 64 GB;858.0;2;NL-7942GT-2
747;prepare delivery;2015-06-24 15:35:37;2015-06-24 15:39:20;Aiden;SAMSUNG Galaxy S4;329.0;2;NL-7905BC-40a
832;send reminder;2015-06-24 15:36:12;2015-06-24 15:49:30;Abigail;APPLE iPhone 6 16 GB;639.0;3;NL-7948DN-12a
749;make delivery;2015-06-24 15:50:38;2015-06-24 16:18:29;Aubrey;SAMSUNG Core Prime G361;135.0;2;NL-7905AX-38
769;make delivery;2015-06-24 15:55:41;2015-06-24 16:25:05;Aubrey;APPLE iPhone 6 16 GB;639.0;3;NL-7751AR-19
789;confirm payment;2015-06-24 15:56:51;2015-06-24 16:02:53;Lily;APPLE iPhone 6 16 GB;639.0;5;NL-7821AC-3
877;send invoice;2015-06-24 16:03:06;2015-06-24 16:09:18;Jack;SAMSUNG Galaxy J5;219.99;2;NL-9511PT-22a
782;confirm payment;2015-06-24 16:04:09;2015-06-24 16:06:52;Emily;APPLE iPhone 6 16 GB;639.0;2;NL-7821AC-3
771;confirm payment;2015-06-24 16:09:14;2015-06-24 16:13:02;Emily;MOTOROLA Moto G;199.0;2;NL-9521CT-28b
797;cancel order;2015-06-24 16:13:20;2015-06-24 16:20:05;Emily;APPLE iPhone 6s 64 GB;858.0;2;NL-9514BV-16
774;make delivery;2015-06-24 16:15:50;2015-06-24 16:44:27;Aubrey;SAMSUNG Galaxy S4;329.0;1;NL-7833HT-15
830;send reminder;2015-06-24 16:26:58;2015-06-24 16:39:15;Abigail;APPLE iPhone 6 16 GB;639.0;4;NL-7826GD-9
769;confirm payment;2015-06-24 16:37:04;2015-06-24 16:44:15;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-7751AR-19
776;make delivery;2015-06-24 16:48:47;2015-06-24 18:14:52;Ella;APPLE iPhone 5s 16 GB;449.0;4;NL-7812LW-50
749;confirm payment;2015-06-24 16:50:14;2015-06-24 17:29:40;Caleb;SAMSUNG Core Prime G361;135.0;2;NL-7905AX-38
882;send invoice;2015-06-24 16:54:37;2015-06-24 16:57:18;Emily;APPLE iPhone 6 16 GB;639.0;4;NL-9766VB-39
895;place order;2015-06-24 17:08:58;2015-06-24 17:16:51;Sophia;APPLE iPhone 5s 16 GB;449.0;5;NL-7943MC-4
765;prepare delivery;2015-06-24 17:24:34;2015-06-24 17:28:13;Aiden;SAMSUNG Galaxy S4;329.0;3;NL-9468HG-14
